PACKAGES, p ˈæ k ɪ dʒ ɪ z
PACKAGING, p ˈæ k ɪ dʒ ɪ ŋ
PACKARD, p ˈæ k ɑː d
PACKS, p ˈæ k s
PAL, p ˈæ l
PALESTINIAN, p ˌæ l ɪ s t ˈɪ n ɪə n
PALM, p ˈɑː m
PANAMA(1), p ˈæ n ə m ˌɑː
PANAMA(2), p ˌæ n ə m ˈɑː
PANASONIC, p ˌæ n ə s ˈɒ n ɪ k
PANELS, p ˈæ n ə l z
PANTIES, p ˈæ n t iː z
PANTYHOSE, p ˈæ n t ɪ h ˌəʊ z
PAPERBACK, p ˈeɪ p ə b ˌæ k
PAPERBACKS, p ˈeɪ p ə b ˌæ k s
PAR, p ˈɑː
PARADE, p ə ɹ ˈeɪ d
PARADISE, p ˈæ ɹ ə d ˌaɪ s
PARALLEL, p ˈæ ɹ ə l ˌɛ l
PARAMETER, p ə ɹ ˈæ m ɪ t ə
PARAMETERS, p ə ɹ ˈæ m ɪ t ə z
PARENTING, p ˈɛə ɹ ə n t ɪ ŋ
PARKER, p ˈɑː k ə
PARKS, p ˈɑː k s
PARTIALLY, p ˈɑː ʃ ə l iː
PARTICIPANT, p ɑː t ˈɪ s ɪ p ə n t
PARTICIPATING, p ɑː t ˈɪ s ɪ p ˌeɪ t ɪ ŋ
PARTICLE, p ˈɑː t ɪ k ə l
PARTNERSHIPS, p ˈɑː t n ə ʃ ˌɪ p s
PASSES, p ˈɑː s ɪ z
PASSWORD, p ˈɑː s w ˌɜː d
PATCHES, p ˈæ tʃ ɪ z
PATENT, p ˈæ t ə n t
PATENTS, p ˈæ t ə n t s
PATHOLOGY, p ə θ ˈɒ l ə dʒ iː
PATHS(1), p ˈɑː θ s
PATHS(2), p ˈæ ð z
PATRICIA, p ə t ɹ ˈɪ ʃ ə
PAYROLL, p ˈeɪ ɹ ˌəʊ l
PEARL, p ˈɜː l
PEER, p ˈɪə
PENALTIES, p ˈɛ n ə l t iː z
PENDANT, p ˈɛ n d ə n t
PENTIUM, p ˈɛ n t ɪə m
PERFORMING, p ə f ˈɔː m ɪ ŋ
PERFUME(1), p ˈɜ f juː m
PERFUME(2), p ə f ˈjuː m
PERIODIC, p ˌɪ ɹ ɪ ˈɒ d ɪ k
PERIODICALLY, p ˈɪə ɹ ɪ ˈɒ d ɪ k ə l iː
PERIPHERALS, p ə ɹ ˈɪ f ə ɹ ə l z
PERL, p ˈɜː l
PERMISSIONS, p ə m ˈɪ ʃ ə n z
PERMIT(1), p ˈɜː m ˌɪ t
PERMIT(2), p ə m ˈɪ t
PERMITS(1), p ˈɜː m ˌɪ t s
PERMITS(2), p ə m ˈɪ t s
PERMITTED, p ə m ˈɪ t ɪ d
PERRY, p ˈɛ ɹ iː
PERSONALIZED, p ˈɜː s ə n ə l ˌaɪ z d
PERSONALS, p ˈɜː s ə n ə l z
PERSPECTIVES, p ə s p ˈɛ k t ɪ v z
PERTH, p ˈɜː θ
PERU, p ə ɹ ˈuː
PETITION, p ə t ˈɪ ʃ ə n
PETROLEUM, p ə t ɹ ˈəʊ l ɪə m
PHARMACEUTICAL, f ˌɑː m ə s ˈjuː t ɪ k ə l
PHARMACEUTICALS, f ˌɑː m ə s ˈjuː t ɪ k ə l z
PHARMACIES, f ˈɑː m ə s iː z
PHARMACOLOGY, f ˌɑː m ə k ˈɒ l ə dʒ iː
PHARMACY, f ˈɑː m ə s iː
PHILADELPHIA, f ˌɪ l ə d ˈɛ l f ɪə
PHILIPPINES, f ˈɪ l ɪ p ˌiː n z
PHOENIX, f ˈiː n ɪ k s
PHOTOGRAPHER, f ə t ˈɒ g ɹ ə f ə
PHOTOGRAPHERS, f ə t ˈɒ g ɹ ə f ə z
PHOTOGRAPHIC, f ˌəʊ t ə g ɹ ˈæ f ɪ k
PHOTOGRAPHY, f ə t ˈɒ g ɹ ə f iː
PHYSICIAN, f ɪ z ˈɪ ʃ ə n
PHYSICIANS, f ɪ z ˈɪ ʃ ə n z
PHYSIOLOGY, f ˌɪ z ɪ ˈɒ l ə dʒ iː
PICKUP, p ˈɪ k ˌɐ p
PIONEER, p ˌaɪ ə n ˈɪə
PITTSBURGH, p ˈɪ t s b ɜː g
PIXEL, p ˈɪ k s ə l
PIXELS, p ˈɪ k s ə l z
PLACEMENT, p l ˈeɪ s m ə n t
PLANNER, p l ˈæ n ə
PLASMA, p l ˈæ z m ə
PLATFORMS, p l ˈæ t f ˌɔː m z
PLATINUM, p l ˈæ t ɪ n ə m
PLAYBOY, p l ˈeɪ b ˈɔɪ
PLAYSTATION, p l ˈeɪ s t ˌeɪ ʃ ə n
PLAZA, p l ˈɑː z ə
PLUMBING, p l ˈɐ m ɪ ŋ
PODCAST, p ˈɒ d k ˌɑː s t
POINTER, p ˈɔɪ n t ə
POKER, p ˈəʊ k ə
POLAR, p ˈəʊ l ə
POLLS, p ˈəʊ l z
POLYPHONIC, p ˌɒ l ˌɪ f ˈɒ n ɪ k
POPE, p ˈəʊ p
POPULARITY, p ˌɒ p jʊ l ˈæ ɹ ɪ t iː
PORCELAIN, p ˈɔː s ə l ɪ n
PORN, p ˈɔː n
PORNO, p ˈɔː n əʊ
PORTAL, p ˈɔː t ə l
PORTER, p ˈɔː t ə
PORTFOLIO, p ˌɔː t f ˈəʊ l ɪ ˌəʊ
PORTION, p ˈɔː ʃ ə n
PORTIONS, p ˈɔː ʃ ə n z
PORTLAND, p ˈɔː t l ə n d
PORTS, p ˈɔː t s
PORTUGAL, p ˈɔː tʃ ʊ g ə l
PORTUGUESE, p ˈɔː tʃ ʊ g ˌiː z
POSTAL, p ˈəʊ s t ə l
POSTED, p ˈəʊ s t ɪ d
POSTERS, p ˈəʊ s t ə z
POSTING, p ˈəʊ s t ɪ ŋ
POTTER, p ˈɒ t ə
POTTERY, p ˈɒ t ə ɹ iː
POWELL, p ˈaʊ ə l
POWERED, p ˈaʊ ə d
PRAGUE, p ɹ ˈɑː g
PRAIRIE, p ɹ ˈɛə ɹ iː
PRAISE, p ɹ ˈeɪ z
PRECIPITATION, p ɹ ɪ s ˌɪ p ɪ t ˈeɪ ʃ ə n
PRECISION, p ɹ ɪ s ˈɪ ʒ ə n
PREDICTED, p ɹ ɪ d ˈɪ k t ɪ d
PREDICTION, p ɹ ɪ d ˈɪ k ʃ ə n
PREFERENCES, p ɹ ˈɛ f ə ɹ ə n s ɪ z
PREFERRED, p ɹ ɪ f ˈɜː d
PRELIMINARY, p ɹ ɪ l ˈɪ m ɪ n ə ɹ iː
PREMIER, p ɹ ˈɛ m ɪə
PREMIERE(1), p ɹ ˈɛ m ɪ ˌɛə
PREMIERE(2), p ɹ ˈɛ m ɪə
PRESCRIBED, p ɹ ɪ s k ɹ ˈaɪ b d
PRESENTATIONS, p ɹ ˌɛ z ə n t ˈeɪ ʃ ə n z
PRESERVATION, p ɹ ˌɛ z ə v ˈeɪ ʃ ə n
PRESERVE, p ɹ ɪ z ˈɜː v
PREVENTING, p ɹ ɪ v ˈɛ n t ɪ ŋ
PREVENTION, p ɹ ɪ v ˈɛ n ʃ ə n
PREVIEW, p ɹ ˈiː v ˌjuː
PREVIEWS, p ɹ ˈiː v ˌjuː z
PRICED, p ɹ ˈaɪ s t
PRICING, p ɹ ˈaɪ s ɪ ŋ
PRINCETON, p ɹ ˈɪ n s t ə n
PRINTABLE, p ɹ ˈɪ n t ə b ə l
PRINTED, p ɹ ˈɪ n t ɪ d
PRINTERS, p ɹ ˈɪ n t ə z
PRINTING, p ɹ ˈɪ n t ɪ ŋ
PRINTS, p ɹ ˈɪ n t s
PRIOR, p ɹ ˈaɪ ə
PRIVACY(1), p ɹ ˈaɪ v ə s iː
PRIVACY(2), p ɹ ˈɪ v ə s iː
PRO, p ɹ ˈəʊ
PROBE, p ɹ ˈəʊ b
PROCEEDING, p ɹ ə s ˈiː d ɪ ŋ
PROCEEDS, p ɹ ə s ˈiː d z
PROCESSED, p ɹ ˈəʊ s ɛ s t
PROCESSORS, p ɹ ˈəʊ s ˌɛ s ə z
PROCUREMENT, p ɹ ə k ˈjʊə m ə n t
PRODUCTIONS, p ɹ ə d ˈɐ k ʃ ə n z
PRODUCTIVE, p ɹ ə d ˈɐ k t ɪ v
PROFILES, p ɹ ˈəʊ f ˌaɪ l z
PROGRAMMER, p ɹ ˈəʊ g ɹ ˌæ m ə
PROGRAMMING, p ɹ ˈəʊ g ɹ ˌæ m ɪ ŋ
PROHIBITED, p ɹ əʊ h ˈɪ b ɪ t ɪ d
PROJECTED, p ɹ ə dʒ ˈɛ k t ɪ d
PROJECTION, p ɹ ə dʒ ˈɛ k ʃ ə n
PROJECTOR, p ɹ ə dʒ ˈɛ k t ə
PROJECTORS, p ɹ ə dʒ ˈɛ k t ə z
PROMOTING, p ɹ ə m ˈəʊ t ɪ ŋ
PROMOTIONAL, p ɹ ə m ˈəʊ ʃ ə n ə l
PROMOTIONS, p ɹ ə m ˈəʊ ʃ ə n z
PROMPT, p ɹ ˈɒ m p t
PROPRIETARY, p ɹ ə p ɹ ˈaɪ ə t ə ɹ iː
PROS, p ɹ ˈəʊ z
PROSPECTIVE, p ɹ ə s p ˈɛ k t ɪ v
PROTECTED, p ɹ ə t ˈɛ k t ɪ d
PROTECTING, p ɹ ə t ˈɛ k t ɪ ŋ
PROTECTIVE, p ɹ ə t ˈɛ k t ɪ v
PROTEINS, p ɹ ˈəʊ t ˌiː n z
PROTOCOL, p ɹ ˈəʊ t ə k ˌɒ l
PROTOCOLS, p ɹ ˈəʊ t ə k ˌɒ l z
PROVEN, p ɹ ˈuː v ə n
PROVIDENCE, p ɹ ˈɒ v ɪ d ə n s
PROVIDER, p ɹ ə v ˈaɪ d ə
PROVIDERS, p ɹ ə v ˈaɪ d ə z
PROXY, p ɹ ˈɒ k s iː
PUBLISH, p ˈɐ b l ɪ ʃ
PUBLISHING, p ˈɐ b l ɪ ʃ ɪ ŋ
PULSE, p ˈɐ l s
PUMPS, p ˈɐ m p s
PUNK, p ˈɐ ŋ k
PURCHASED, p ˈɜː tʃ ə s t
PURCHASES, p ˈɜː tʃ ə s ɪ z
PURCHASING, p ˈɜː tʃ ə s ɪ ŋ
PURSUANT, p ə s ˈjuː ə n t
PUZZLES, p ˈɐ z ə l z
PYTHON, p ˈaɪ θ ə n
QUALIFIED, k w ˈɒ l ɪ f ˌaɪ d
QUALIFY, k w ˈɒ l ɪ f ˌaɪ
QUANTUM, k w ˈɒ n t ə m
QUARTERLY, k w ˈɔː t ə l iː
QUEBEC, k w ɪ b ˈɛ k
QUEENSLAND(1), k w ˈiː n z l ə n d
QUEENSLAND(2), k w ˈiː n z l ˌæ n d
QUERIES, k w ˈɪə ɹ iː z
QUERY, k w ˈiə ɹ iː
QUOTATIONS, k w əʊ t ˈeɪ ʃ ə n z
QUOTED, k w ˈəʊ t ɪ d
RACIAL, ɹ ˈeɪ ʃ ə l
RACKS, ɹ ˈæ k s
RADAR, ɹ ˈeɪ d ˈɑː
RADIUS, ɹ ˈeɪ d ɪə s
RAID, ɹ ˈeɪ d
RAILROAD, ɹ ˈeɪ l ɹ ˌəʊ d
RALEIGH(1), ɹ ˈɑː l iː
RALEIGH(2), ɹ ˈɔː l iː
RALLY, ɹ ˈæ l iː
RALPH, ɹ ˈæ l f
RAM, ɹ ˈæ m
RANCH, ɹ ˈɑː n tʃ
RANDY, ɹ ˈæ n d iː
RANGES, ɹ ˈeɪ n dʒ ɪ z
RANKED, ɹ ˈæ ŋ k t
RANKING, ɹ ˈæ ŋ k ɪ ŋ
RANKINGS, ɹ ˈæ ŋ k ɪ ŋ z
RAP, ɹ ˈæ p
RAPIDS, ɹ ˈæ p ɪ d z
RATED, ɹ ˈeɪ t ɪ d
RATING, ɹ ˈeɪ t ɪ ŋ
RATINGS, ɹ ˈeɪ t ɪ ŋ z
RATS, ɹ ˈæ t s
READINGS, ɹ ˈiː d ɪ ŋ z
REALTY, ɹ ˈɪə l t iː
REAR, ɹ ˈɪə
REBATE, ɹ ˈiː b ˌeɪ t
RECEIVES, ɹ ɪ s ˈiː v z
RECEPTOR, ɹ ɪ s ˈɛ p t ə
RECIPES, ɹ ˈɛ s ɪ p iː z
RECIPIENT, ɹ ɪ s ˈɪ p ɪə n t
RECIPIENTS, ɹ ɪ s ˈɪ p ɪə n t s
RECOMMEND, ɹ ˌɛ k ə m ˈɛ n d
RECOMMENDATION, ɹ ˌɛ k ə m ə n d ˈeɪ ʃ ə n
RECOMMENDS, ɹ ˌɛ k ə m ˈɛ n d z
RECONSTRUCTION, ɹ ˌiː k ə n s t ɹ ˈɐ k ʃ ə n
RECORDINGS, ɹ ɪ k ˈɔː d ɪ ŋ z
RECREATION(1), ɹ ˌɛ k ɹ ɪ ˈeɪ ʃ ə n
RECREATION(2), ɹ ˌiː k ɹ ɪ ˈeɪ ʃ ə n
RECREATIONAL, ɹ ˌɛ k ɹ ɪ ˈeɪ ʃ ə n ə l
RECRUITING, ɹ ɪ k ɹ ˈuː t ɪ ŋ
RECYCLING, ɹ ɪ s ˈaɪ k l ɪ ŋ
REDEEM, ɹ ɪ d ˈiː m
REDUCES, ɹ ɪ d ˈjuː s ɪ z
REED, ɹ ˈiː d
REFERRAL, ɹ ɪ f ˈɛ ɹ ə l
REFINANCE(1), ɹ ˈiː f ˈaɪ n ˌæ n s
REFINANCE(2), ɹ ˌiː f ɪ n ˈæ n s
REFINE, ɹ ɪ f ˈaɪ n
REFUND(1), ɹ ˈiː f ˌɐ n d
REFUND(2), ɹ ɪ f ˈɐ n d
REFURBISHED, ɹ ɪ f ˈɜː b ɪ ʃ t
REFUSE(1), ɹ ɪ f ˈjuː z
REFUSE(2), ɹ ˈɛ f ˌjuː z
REGARDS, ɹ ɪ g ˈɑː d z
REGISTRAR(1), ɹ ˈɛ dʒ ɪ s t ɹ ˌɑː
REGISTRAR(2), ɹ ˌɛ dʒ ɪ s t ɹ ˈɑː
REGISTRY, ɹ ˈɛ dʒ ɪ s t ɹ iː
REGULATED, ɹ ˈɛ g jʊ l ˌeɪ t ɪ d
REGULATORY, ɹ ˈɛ g jʊ l ə t ə ɹ iː
REHABILITATION, ɹ ˌiː ə b ˌɪ l ɪ t ˈeɪ ʃ ə n
REHAB, ɹ ˌiː h æ b
RELATE, ɹ ɪ l ˈeɪ t
RELAY(1), ɹ ˈiː l eɪ
RELAY(2), ɹ ɪ l ˈeɪ
RELEASES, ɹ ɪ l ˈiː s ɪ z
RELIABILITY, ɹ ɪ l ˌaɪ ə b ˈɪ l ɪ t iː
RELOAD, ɹ iː l ˈəʊ d
RELOCATION, ɹ ɪ l ˈəʊ k ˈeɪ ʃ ə n
REMINDER, ɹ ɪ m ˈaɪ n d ə
REMOVING, ɹ ɪ m ˈuː v ɪ ŋ
RENAISSANCE, ɹ ə n ˈeɪ s ə n s
RENEWAL, ɹ ɪ n ˈjuː ə l
RENO, ɹ ˈiː n əʊ
RENTAL, ɹ ˈɛ n t ə l
RENTALS, ɹ ˈɛ n t ə l z
REPAIR, ɹ ɪ p ˈɛə
REPAIRS, ɹ ɪ p ˈɛə z
REPEATED, ɹ ɪ p ˈiː t ɪ d
REPLICA, ɹ ˈɛ p l ɪ k ə
REPLIES, ɹ ɪ p l ˈaɪ z
REPORTER, ɹ ɪ p ˈɔː t ə
REPORTING, ɹ ɪ p ˈɔː t ɪ ŋ
REPOSITORY, ɹ ɪ p ˈɒ z ɪ t ə ɹ iː
REPRINTS(1), ɹ ˈiː p ɹ ɪ n t s
REPRINTS(2), ɹ iː p ɹ ˈɪ n t s
REPRODUCED, ɹ ˌiː p ɹ ə d ˈjuː s t
REPRODUCTION, ɹ ˌiː p ɹ ə d ˈɐ k ʃ ə n
REPUBLICAN, ɹ ɪ p ˈɐ b l ɪ k ə n
REPUBLICANS, ɹ ɪ p ˈɐ b l ɪ k ə n z
REQUESTED, ɹ ɪ k w ˈɛ s t ɪ d
REQUESTS, ɹ ɪ k w ˈɛ s t s
RESCUE, ɹ ˈɛ s k juː
RESELLER, ɹ iː s ˈɛ l ə
RESERVATION, ɹ ˌɛ z ə v ˈeɪ ʃ ə n
RESERVATIONS, ɹ ˌɛ z ə v ˈeɪ ʃ ə n z
RESERVE, ɹ ɪ z ˈɜː v
RESERVED, ɹ ɪ z ˈɜː v d
RESERVES, ɹ ɪ z ˈɜː v z
RESET(1), ɹ ˈiː s ɛ t
RESET(2), ɹ ɪ s ˈɛ t
RESIDENT, ɹ ˈɛ z ɪ d ə n t
RESISTANT, ɹ ɪ z ˈɪ s t ə n t
RESOLUTIONS, ɹ ˌɛ z ə l ˈuː ʃ ə n z
RESOLVE, ɹ ɪ z ˈɒ l v
RESOLVED, ɹ ɪ z ˈɒ l v d
RESORTS, ɹ ɪ z ˈɔː t s
RESPECTIVE, ɹ ɪ s p ˈɛ k t ɪ v
RESPIRATORY(1), ɹ ɪ s p ˈɪ ɹ ə t ə ɹ iː
RESPIRATORY(2), ɹ ˈɛ s p ə ɹ ə t ə ɹ iː
RESPONDED, ɹ ɪ s p ˈɒ n d ɪ d
RESPONDENT, ɹ ɪ s p ˈɒ n d ə n t
RESPONDENTS, ɹ ɪ s p ˈɒ n d ə n t s
RESTRICTION, ɹ ɪ s t ɹ ˈɪ k ʃ ə n
RESULTED, ɹ ɪ z ˈɐ l t ɪ d
RESUME(1), ɹ ɪ z ˈjuː m
RESUME(2), ɹ ˈɛ z ə m ˌeɪ
RETAILER, ɹ ˈiː t ˌeɪ l ə
RETAILERS, ɹ ˈiː t ˌeɪ l ə z
RETENTION, ɹ ɪ t ˈɛ n ʃ ə n
RETRIEVED, ɹ ɪ t ɹ ˈiː v d
RETRO, ɹ ˈɛ t ɹ əʊ
RETURNS, ɹ ɪ t ˈɜː n z
REUNION, ɹ iː ˈjuː n j ə n
REUTERS, ɹ ˈɔɪ t ə z
REV, ɹ ˈɛ v
REVENUES, ɹ ˈɛ v ə n ˌjuː z
REVERSE, ɹ ɪ v ˈɜː s
REVIEWED, ɹ ɪ v ˈjuː d
REVIEWER, ɹ ɪ v ˈjuː ə
REVIEWS, ɹ ɪ v ˈjuː z
REVISED, ɹ ɪ v ˈaɪ z d
REWARDS, ɹ ɪ w ˈɔː d z
RICHMOND, ɹ ˈɪ tʃ m ə n d
RIDER, ɹ ˈaɪ d ə
RIDGE, ɹ ˈɪ dʒ
RIM, ɹ ˈɪ m
RIPE, ɹ ˈaɪ p
RIVERSIDE, ɹ ˈɪ v ə s ˌaɪ d
ROBINSON, ɹ ˈɒ b ɪ n s ə n
ROBOT, ɹ ˈəʊ b ˌɒ t
ROBUST, ɹ əʊ b ˈɐ s t
ROCHESTER, ɹ ˈɒ tʃ ɪ s t ə
ROD, ɹ ˈɒ d
ROGERS, ɹ ˈɒ dʒ ə z
ROMANCE(1), ɹ ˈəʊ m æ n s
ROMANCE(2), ɹ ə m ˈæ n s
ROMANIA, ɹ əʊ m ˈeɪ n ɪə
RONALD, ɹ ˈɒ n ə l d
ROSTER, ɹ ˈɒ s t ə
ROTATION, ɹ əʊ t ˈeɪ ʃ ə n
ROULETTE, ɹ uː l ˈɛ t
ROUTER(1), ɹ ˈuː t ə
ROUTER(2), ɹ ˈaʊ t ə
ROUTERS(1), ɹ ˈuː t ə z
ROUTERS(2), ɹ ˈaʊ t ə z
ROUTING(1), ɹ ˈuː t ɪ ŋ
ROUTING(2), ɹ ˈaʊ t ɪ ŋ
ROYALTY, ɹ ˈɔɪ ə l t iː
RUBY, ɹ ˈuː b iː
RUGS, ɹ ˈɐ g z
RULING, ɹ ˈuː l ɪ ŋ
RUNNER, ɹ ˈɐ n ə
SACRAMENTO, s ˌæ k ɹ ə m ˈɛ n t əʊ
SACRED, s ˈeɪ k ɹ ɪ d
SADDAM, s æ d ˈæ m
SAFARI, s ə f ˈɑː ɹ iː
SALON, s ə l ˈɒ n
SALVADOR, s ˈæ l v ə d ˌɔː
SAMOA, s ə m ˈəʊ ə
SAMPLING, s ˈæ m p l ɪ ŋ
SAMSUNG, s ˈæ m s ˌɐ ŋ
SAMUEL, s ˈæ m juː l
SANTA, s ˈæ n t ə
SAP, s ˈæ p
SASKATCHEWAN, s æ s k ˈæ tʃ ɪ w ə n
SAUDI(1), s ˈaʊ d iː
SAUDI(2), s ˈɔː d iː
SAVER, s ˈeɪ v ə
SCAN, s k ˈæ n
SCANNER, s k ˈæ n ə
SCANNERS, s k ˈæ n ə z
SCANNING, s k ˈæ n ɪ ŋ
SCENARIO, s ɪ n ˈɑː ɹ ɪ əʊ
SCHEDULED(1), ʃ ˈɛ dʒ uː l d
SCHEDULED(2), s k ˈɛ dʒ ʊə l d
SCHEDULES(1), ʃ ˈɛ dʒ uː l z
SCHEDULES(2), s k ˈɛ dʒ ʊə l z
SCHEDULING(1), ʃ ˈɛ dʒ uː l ɪ ŋ
SCHEDULING(2), s k ˈɛ dʒ ʊə l ɪ ŋ
SCHOLARS, s k ˈɒ l ə z
SCHOLARSHIP, s k ˈɒ l ə ʃ ˌɪ p
SCHOLARSHIPS, s k ˈɒ l ə ʃ ˌɪ p s
SCORES, s k ˈɔː z
SCORING, s k ˈɔː ɹ ɪ ŋ
SCREENING, s k ɹ ˈiː n ɪ ŋ
SCREENS, s k ɹ ˈiː n z
SCRIPT, s k ɹ ˈɪ p t
SCRIPTS, s k ɹ ˈɪ p t s
SCROLL, s k ɹ ˈəʊ l
SCULPTURE, s k ˈɐ l p tʃ ə
SEAFOOD, s ˈiː f ˌuː d
SEAL, s ˈiː l
SEALED, s ˈiː l d
SEARCHED, s ˈɜː tʃ t
SEARCHES, s ˈɜː tʃ ɪ z
SEASONAL, s ˈiː z ə n ə l
SEASONS, s ˈiː z ə n z
SEATING, s ˈiː t ɪ ŋ
SEATTLE, s ɪ ˈæ t ə l
SECURED, s ɪ k ˈjʊə d
SEEKER, s ˈiː k ə
SELECT, s ə l ˈɛ k t
SELECTING, s ə l ˈɛ k t ɪ ŋ
SELECTIONS, s ə l ˈɛ k ʃ ə n z
SELLERS, s ˈɛ l ə z
SEMESTER, s ə m ˈɛ s t ə
SEMICONDUCTOR, s ˌɛ m ɪ k ə n d ˈɐ k t ə
SEMINAR, s ˈɛ m ɪ n ˈɑː
SEMINARS, s ˈɛ m ɪ n ˌɑː z
SENATOR, s ˈɛ n ə t ə
SENDER, s ˈɛ n d ə
SENIORS, s ˈiː n j ə z
SENSOR, s ˈɛ n s ə
SENSORS, s ˈɛ n s ə z
SEPARATED, s ˈɛ p ə ɹ ˌeɪ t ɪ d
SERIAL, s ˈɪə ɹ ɪə l
SERVERS, s ˈɜː v ə z
SETUP, s ˈɛ t ˌɐ p
SHANGHAI, ʃ ˈæ ŋ h ˈaɪ
SHAREWARE, ʃ ˈɛə w ˌɛə
SHAW, ʃ ˈɔː
SHELTER, ʃ ˈɛ l t ə
SHIELD, ʃ ˈiː l d
SHIPMENT, ʃ ˈɪ p m ə n t
SHOPPER, ʃ ˈɒ p ə
SHOPPERS, ʃ ˈɒ p ə z
SHOWCASE, ʃ ˈəʊ k ˌeɪ s
SHUTTLE, ʃ ˈɐ t ə l
SIEMENS, s ˈiː m ə n z
SIGMA, s ˈɪ g m ə
SIGNATURE, s ˈɪ g n ə tʃ ə
SILICON, s ˈɪ l ɪ k ə n
SIMPSON, s ˈɪ m p s ə n
SIMULATION, s ˌɪ m jʊ l ˈeɪ ʃ ə n
SINGAPORE, s ˈɪ ŋ ə p ˌɔː
SINGLES, s ˈɪ ŋ g ə l z
SITUATED, s ˈɪ tʃ ʊə t ɪ d
SLOT, s l ˈɒ t
SLOTS, s l ˈɒ t s
SLOVAKIA, s l ˌəʊ v ˈæ k ɪə
SLOVENIA, s l ˌəʊ v ˈiː n ɪə
SLUT, s l ˈɐ t
SNAPSHOT, s n ˈæ p ʃ ˌɒ t
SOCCER, s ˈɒ k ə
SODIUM, s ˈəʊ d ɪə m
SOL, s ˈɒ l
SOLAR, s ˈəʊ l ə
SOLO, s ˈəʊ l ˌəʊ
SOLOMON, s ˈɒ l ə m ə n
SOLVING, s ˈɒ l v ɪ ŋ
SOMA, s ˈəʊ m ə
SONIC, s ˈɒ n ɪ k
SOONEST, s ˈuː n ə s t
SOUNDTRACK, s ˈaʊ n d t ɹ ˌæ k
SOUTHEAST, s ˌaʊ θ ˈiː s t
SOUTHWEST, s ˌaʊ θ w ˈɛ s t
SPA, s p ˈɑː
SPAM, s p ˈæ m
SPANKING, s p ˈæ ŋ k ɪ ŋ
SPATIAL, s p ˈeɪ ʃ ə l
SPEARS, s p ˈɪə z
SPECIALISTS, s p ˈɛ ʃ ə l ɪ s t s
SPECIALIZED, s p ˈɛ ʃ ə l ˌaɪ z d
SPECIALS, s p ˈɛ ʃ ə l z
SPECIALTY, s p ˈɛ ʃ ə l t iː
SPECIFICATION, s p ˌɛ s ɪ f ɪ k ˈeɪ ʃ ə n
SPECIFICATIONS, s p ˌɛ s ɪ f ɪ k ˈeɪ ʃ ə n z
SPECIFIED, s p ˈɛ s ɪ f ˌaɪ d
SPECIFY, s p ˈɛ s ɪ f ˌaɪ
SPEEDS, s p ˈiː d z
SPENCER, s p ˈɛ n s ə
SPIRITUALITY, s p ˌɪ ɹ ɪ tʃ jʊə l ɪ t iː
SPONSOR, s p ˈɒ n s ə
SPONSORED, s p ˈɒ n s ə d
SPONSORS, s p ˈɒ n s ə z
SPONSORSHIP, s p ˈɒ n s ə ʃ ˌɪ p
SPORTING, s p ˈɔː t ɪ ŋ
SPOTLIGHT, s p ˈɒ t l ˌaɪ t
SPOUSE, s p ˈaʊ s
SPRINGFIELD, s p ɹ ˈɪ ŋ f ˌiː l d
SPRINT, s p ɹ ˈɪ n t
SPYWARE, s p ˈaɪ w ˌɛə
SQUIRTING, s k w ˈɜː t ɪ ŋ
STACK, s t ˈæ k
STADIUM, s t ˈeɪ d ɪə m
STAFFING, s t ˈɑː f ɪ ŋ
STAINLESS, s t ˈeɪ n l ə s
STANFORD, s t ˈæ n f ə d
STARRING, s t ˈɑː ɹ ɪ ŋ
STARTUP, s t ˈɑː t ˌɐ p
STAT, s t ˈæ t
STATIC, s t ˈæ t ɪ k
STATS, s t ˈæ t s
STATUTES, s t ˈæ tʃ uː t s
STEERING, s t ˈɪə ɹ ɪ ŋ
STERLING, s t ˈɜː l ɪ ŋ
STEVENS, s t ˈiː v ə n z
STORED, s t ˈɔː d
STREAMING, s t ɹ ˈiː m ɪ ŋ
STREAMS, s t ɹ ˈiː m z
STRENGTHEN, s t ɹ ˈɛ ŋ θ ə n
STRENGTHS(1), s t ɹ ˈɛ ŋ θ s
STRENGTHS(2), s t ɹ ˈɛ ŋ k θ s
STRINGS, s t ɹ ˈɪ ŋ z
STRUCTURED, s t ɹ ˈɐ k tʃ ə d
STUD, s t ˈɐ d
STUDIOS, s t ˈjuː d ɪ ˌəʊ z
STUNNING, s t ˈɐ n ɪ ŋ
STYLUS, s t ˈaɪ l ə s
SUB, s ˈɐ b
SUBCOMMITTEE, s ˈɐ b k ə m ˌɪ t iː
SUBLIME, s ə b l ˈaɪ m
SUBMISSION, s ə b m ˈɪ ʃ ə n
SUBMISSIONS, s ə b m ˈɪ ʃ ə n z
SUBMIT, s ə b m ˈɪ t
SUBMITTED, s ə b m ˈɪ t ɪ d
SUBMITTING, s ə b m ˈɪ t ɪ ŋ
SUBSCRIBE, s ə b s k ɹ ˈaɪ b
SUBSCRIBER, s ə b s k ɹ ˈaɪ b ə
SUBSCRIBERS, s ə b s k ɹ ˈaɪ b ə z
SUBSCRIPTION, s ə b s k ɹ ˈɪ p ʃ ə n
SUBSCRIPTIONS, s ə b s k ɹ ˈɪ p ʃ ə n z
SUBSECTION, s ˈɐ b s ɛ k ʃ ə n
SUBSIDIARY, s ə b s ˈɪ d ɪə ɹ iː
